,class,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
130,tree ,1.71,34,1.37,162.47,2.54,2.06,215.15,129.44,142.82,19.17,17.63,15.06,1.95,0.6,0.61,5.65,1.22,0.7,0.25,48,2960.46,2.49,243,1.53,189.11,3.26,3.11,205.68,177.7,183.94,34.44,42.84,39.08,3.53,0.74,0.6,7.4,1.16,0.89,0.07,194,1791.81,2.49,243,1.53,189.11,3.26,3.11,205.68,177.7,183.94,34.44,42.84,39.08,3.53,0.74,0.6,7.4,1.16,0.89,0.07,194,1791.81,2.69,682,1.96,162.85,2.6,3.14,198.93,140.21,149.41,34.6,46.84,42.98,3.08,0.8,0.69,8.14,1.35,0.87,0.17,328,1429.58,3.97,3056,2.46,170.1,3.56,4.38,186.85,158.35,165.1,40.38,47.54,44.54,2.38,0.86,0.61,8.99,1.37,0.79,0.08,968,960.3,4.49,4200,2.26,155.62,3.82,4.64,173.82,142.74,150.3,51.44,53.31,50.66,1.54,0.9,0.55,8.97,1.57,0.52,0.1,1202,699.69,3.75,5628,2.08,155.4,2.82,3.85,185.02,135.47,145.72,51.76,49.7,46.6,1.46,0.91,0.61,8.88,1.71,0.63,0.15,1154,593.04
131,concrete ,2.09,178,1.63,215.76,2.4,2.66,188.69,229.03,229.55,5.25,4.95,5.01,3.55,0.54,0.59,6.07,1.06,0.94,-0.1,142,3928.82,3.4,1659,2.46,208.37,4.98,4.68,185.73,219.27,220.11,10.87,12.76,12.61,5.32,0.75,0.49,7.27,0.77,0.96,-0.08,762,1681.16,3.82,3452,2.1,207.0,4.0,5.4,185.33,217.48,218.21,13.18,13.04,13.08,5.72,0.81,0.53,7.56,0.86,0.97,-0.08,1268,1262.01,3.82,3452,2.1,207.0,4.0,5.4,185.33,217.48,218.21,13.18,13.04,13.08,5.72,0.81,0.53,7.56,0.86,0.97,-0.08,1268,1262.01,5.11,6146,2.75,207.53,6.71,6.1,185.96,217.99,218.65,19.71,18.73,18.81,3.36,0.87,0.4,7.93,0.78,0.96,-0.08,1912,799.26,5.11,6146,2.75,207.53,6.71,6.1,185.96,217.99,218.65,19.71,18.73,18.81,3.36,0.87,0.4,7.93,0.78,0.96,-0.08,1912,799.26,5.11,6146,2.75,207.53,6.71,6.1,185.96,217.99,218.65,19.71,18.73,18.81,3.36,0.87,0.4,7.93,0.78,0.96,-0.08,1912,799.26
132,shadow ,1.39,274,0.85,52.78,1.67,1.51,53.09,48.29,56.97,18.2,10.66,10.47,1.78,0.75,0.81,7.11,1.9,0.53,0.05,100,1700.95,1.39,274,0.85,52.78,1.67,1.51,53.09,48.29,56.97,18.2,10.66,10.47,1.78,0.75,0.81,7.11,1.9,0.53,0.05,100,1700.95,1.39,274,0.85,52.78,1.67,1.51,53.09,48.29,56.97,18.2,10.66,10.47,1.78,0.75,0.81,7.11,1.9,0.53,0.05,100,1700.95,1.39,274,0.85,52.78,1.67,1.51,53.09,48.29,56.97,18.2,10.66,10.47,1.78,0.75,0.81,7.11,1.9,0.53,0.05,100,1700.95,3.53,2831,2.4,87.01,3.69,3.95,96.83,78.03,86.19,47.3,32.87,32.33,2.45,0.91,0.62,8.94,1.41,0.68,0.11,840,662.96,4.21,4286,2.83,81.63,4.65,4.67,86.13,75.95,82.81,45.74,36.09,33.85,2.46,0.9,0.39,9.1,0.95,0.85,0.06,1222,764.18,4.21,4286,2.83,81.63,4.65,4.67,86.13,75.95,82.81,45.74,36.09,33.85,2.46,0.9,0.39,9.1,0.95,0.85,0.06,1222,764.18
133,building ,1.39,1857,0.98,245.3,1.42,1.42,230.66,252.71,252.52,6.92,3.21,3.69,1.19,0.54,0.86,6.52,2.22,0.26,-0.05,244,2685.84,1.39,1857,0.98,245.3,1.42,1.42,230.66,252.71,252.52,6.92,3.21,3.69,1.19,0.54,0.86,6.52,2.22,0.26,-0.05,244,2685.84,1.39,1857,0.98,245.3,1.42,1.42,230.66,252.71,252.52,6.92,3.21,3.69,1.19,0.54,0.86,6.52,2.22,0.26,-0.05,244,2685.84,1.39,1857,0.98,245.3,1.42,1.42,230.66,252.71,252.52,6.92,3.21,3.69,1.19,0.54,0.86,6.52,2.22,0.26,-0.05,244,2685.84,1.3,2734,0.51,241.39,1.18,1.33,225.33,249.33,249.49,16.3,9.9,9.56,1.4,0.83,0.93,7.29,2.3,0.26,-0.05,278,1129.39,1.3,2734,0.51,241.39,1.18,1.33,225.33,249.33,249.49,16.3,9.9,9.56,1.4,0.83,0.93,7.29,2.3,0.26,-0.05,278,1129.39,1.16,2761,0.41,240.05,1.16,1.19,224.04,247.97,248.12,20.97,17.18,17.03,1.4,0.82,0.94,7.32,2.3,0.27,-0.05,250,860.52
134,grass ,2.14,1038,0.95,158.47,1.79,2.16,212.28,121.74,141.4,6.01,6.63,6.31,1.24,0.35,0.81,6.29,2.14,0.29,0.27,278,3204.15,2.61,3652,0.89,158.92,1.93,2.68,212.39,122.47,141.91,6.83,7.04,6.72,1.44,0.56,0.83,6.56,2.14,0.49,0.27,648,2467.92,2.43,6079,0.65,157.84,1.74,2.62,209.32,122.82,141.39,8.08,7.43,7.27,2.12,0.69,0.87,6.79,1.96,0.73,0.26,816,1812.88,2.87,8108,0.77,158.42,1.97,3.08,208.05,124.96,142.27,7.95,8.06,7.15,2.07,0.69,0.81,6.78,1.94,0.73,0.25,1108,1855.58,2.75,17614,0.77,159.85,1.85,2.78,208.2,127.14,144.2,8.88,9.41,8.48,1.34,0.7,0.83,6.8,2.3,0.25,0.24,1478,1483.06,2.56,33625,1.04,161.85,1.69,2.69,207.9,130.73,146.92,12.95,12.7,10.72,1.87,0.86,0.89,7.35,2.09,0.65,0.23,1972,827.21,2.56,33625,1.04,161.85,1.69,2.69,207.9,130.73,146.92,12.95,12.7,10.72,1.87,0.86,0.89,7.35,2.09,0.65,0.23,1972,827.21
135,pool ,1.86,96,1.59,141.05,1.75,1.99,77.2,142.99,202.97,9.58,10.46,11.65,1.17,0.57,0.75,6.25,1.69,0.16,-0.3,78,3625.68,1.97,260,1.58,121.73,2.43,2.26,65.4,119.25,180.54,15.5,22.65,23.94,2.55,0.72,0.58,7.08,1.32,0.8,-0.29,146,2351.93,1.69,357,1.31,135.21,2.07,1.88,75.78,136.61,193.25,23.25,35.9,30.2,2.3,0.81,0.68,7.39,1.5,0.76,-0.29,142,1571.87,1.69,357,1.31,135.21,2.07,1.88,75.78,136.61,193.25,23.25,35.9,30.2,2.3,0.81,0.68,7.39,1.5,0.76,-0.29,142,1571.87,1.69,357,1.31,135.21,2.07,1.88,75.78,136.61,193.25,23.25,35.9,30.2,2.3,0.81,0.68,7.39,1.5,0.76,-0.29,142,1571.87,1.02,687,0.25,102.69,1.08,1.11,58.17,100.03,149.86,26.33,47.49,53.25,2.05,0.84,0.96,7.68,2.04,0.61,-0.26,116,1211.85,1.02,687,0.25,102.69,1.08,1.11,58.17,100.03,149.86,26.33,47.49,53.25,2.05,0.84,0.96,7.68,2.04,0.61,-0.26,116,1211.85
136,asphalt ,1.98,741,1.18,60.4,2.31,2.33,48.16,64.14,68.91,6.86,7.44,7.58,3.03,0.37,0.76,6.51,1.47,0.87,-0.14,254,3597.24,2.17,3330,1.27,63.32,2.14,2.67,51.13,67.07,71.75,8.97,9.21,9.44,3.68,0.54,0.72,6.86,1.26,0.95,-0.13,616,2466.55,2.93,5427,2.26,64.19,4.15,3.0,52.07,68.03,72.47,11.51,12.7,12.79,1.4,0.62,0.41,7.06,1.3,0.64,-0.13,884,1722.85,4.38,9200,2.47,64.19,4.25,4.41,51.69,68.27,72.61,11.27,12.52,12.53,1.19,0.59,0.46,7.17,1.44,0.27,-0.14,1692,2014.35,4.38,9200,2.47,64.19,4.25,4.41,51.69,68.27,72.61,11.27,12.52,12.53,1.19,0.59,0.46,7.17,1.44,0.27,-0.14,1692,2014.35,4.38,9200,2.47,64.19,4.25,4.41,51.69,68.27,72.61,11.27,12.52,12.53,1.19,0.59,0.46,7.17,1.44,0.27,-0.14,1692,2014.35,4.38,9200,2.47,64.19,4.25,4.41,51.69,68.27,72.61,11.27,12.52,12.53,1.19,0.59,0.46,7.17,1.44,0.27,-0.14,1692,2014.35
137,shadow ,1.57,428,0.73,46.48,1.74,1.93,54.31,39.89,45.24,10.13,9.98,7.76,3.51,0.63,0.81,6.79,1.45,0.9,0.15,160,2625.15,2.31,905,1.52,48.39,2.59,2.49,55.17,42.19,47.81,15.43,12.17,11.54,2.03,0.78,0.64,7.35,1.48,0.78,0.13,300,1592.87,2.31,905,1.52,48.39,2.59,2.49,55.17,42.19,47.81,15.43,12.17,11.54,2.03,0.78,0.64,7.35,1.48,0.78,0.13,300,1592.87,2.31,905,1.52,48.39,2.59,2.49,55.17,42.19,47.81,15.43,12.17,11.54,2.03,0.78,0.64,7.35,1.48,0.78,0.13,300,1592.87,2.31,905,1.52,48.39,2.59,2.49,55.17,42.19,47.81,15.43,12.17,11.54,2.03,0.78,0.64,7.35,1.48,0.78,0.13,300,1592.87,2.31,905,1.52,48.39,2.59,2.49,55.17,42.19,47.81,15.43,12.17,11.54,2.03,0.78,0.64,7.35,1.48,0.78,0.13,300,1592.87,2.31,905,1.52,48.39,2.59,2.49,55.17,42.19,47.81,15.43,12.17,11.54,2.03,0.78,0.64,7.35,1.48,0.78,0.13,300,1592.87
138,concrete ,2.16,1230,1.09,233.07,2.07,2.89,205.83,245.97,247.42,6.44,5.9,5.6,4.84,0.25,0.73,6.4,1.25,0.93,-0.09,406,3426.97,2.09,3538,0.9,228.85,2.15,3.04,203.16,241.12,242.26,8.58,9.31,9.15,6.2,0.61,0.83,6.87,1.11,0.97,-0.09,724,2228.58,1.98,3565,0.89,228.44,2.13,2.87,202.74,240.72,241.87,10.04,10.56,10.36,6.2,0.62,0.83,6.91,1.12,0.97,-0.09,686,1761.71,2.42,7104,1.74,224.7,3.09,3.51,199.87,236.44,237.8,10.85,11.77,11.33,6.13,0.7,0.59,7.15,0.85,0.99,-0.08,1182,1635.81,2.55,8948,1.77,227.24,3.21,3.9,202.98,238.83,239.9,12.32,13.03,12.2,7.1,0.76,0.6,7.4,0.78,0.99,-0.08,1474,1459.95,2.55,8948,1.77,227.24,3.21,3.9,202.98,238.83,239.9,12.32,13.03,12.2,7.1,0.76,0.6,7.4,0.78,0.99,-0.08,1474,1459.95,2.55,8948,1.77,227.24,3.21,3.9,202.98,238.83,239.9,12.32,13.03,12.2,7.1,0.76,0.6,7.4,0.78,0.99,-0.08,1474,1459.95
139,building ,2.23,463,1.69,99.13,2.75,2.28,91.84,98.44,107.11,6.51,6.47,6.85,1.32,0.53,0.68,6.41,1.71,0.48,-0.03,196,3210.53,2.23,463,1.69,99.13,2.75,2.28,91.84,98.44,107.11,6.51,6.47,6.85,1.32,0.53,0.68,6.41,1.71,0.48,-0.03,196,3210.53,2.23,463,1.69,99.13,2.75,2.28,91.84,98.44,107.11,6.51,6.47,6.85,1.32,0.53,0.68,6.41,1.71,0.48,-0.03,196,3210.53,2.23,463,1.69,99.13,2.75,2.28,91.84,98.44,107.11,6.51,6.47,6.85,1.32,0.53,0.68,6.41,1.71,0.48,-0.03,196,3210.53,1.81,918,0.82,83.34,1.83,1.85,80.29,81.13,88.61,15.2,22.03,22.61,1.37,0.81,0.83,7.38,2.11,0.39,-0.01,224,1391.29,1.81,918,0.82,83.34,1.83,1.85,80.29,81.13,88.61,15.2,22.03,22.61,1.37,0.81,0.83,7.38,2.11,0.39,-0.01,224,1391.29,1.93,3882,1.24,95.87,1.82,1.97,94.47,92.23,100.91,34.42,35.04,35.49,1.36,0.91,0.8,8.45,2.1,0.53,0.01,490,597.92
140,tree ,2.35,118,1.37,142.7,2.59,2.49,195.59,106.0,126.52,14.76,10.58,11.42,1.06,0.72,0.61,6.62,1.64,0.18,0.3,108,2397.23,1.56,301,0.69,155.94,1.59,1.61,203.71,122.02,142.08,21.95,25.68,23.72,1.2,0.86,0.8,7.37,2.03,0.37,0.25,112,1065.96,3.9,961,2.26,147.05,3.69,4.34,179.63,123.59,137.94,37.54,23.63,22.24,2.4,0.91,0.44,8.41,1.12,0.82,0.18,538,627.5,5.05,2170,2.44,136.74,5.65,5.53,163.49,117.24,129.49,47.14,33.13,32.24,2.26,0.91,0.44,8.83,1.19,0.8,0.16,1030,632.73,5.2,2338,2.51,140.62,5.19,5.7,165.97,122.13,133.75,46.88,37.2,35.15,2.26,0.91,0.47,8.84,1.22,0.8,0.15,1102,628.07,5.07,3679,2.27,130.12,4.27,5.69,158.79,109.32,122.26,48.34,36.52,35.01,2.54,0.93,0.53,8.92,1.24,0.81,0.18,1380,494.74,5.07,3679,2.27,130.12,4.27,5.69,158.79,109.32,122.26,48.34,36.52,35.01,2.54,0.93,0.53,8.92,1.24,0.81,0.18,1380,494.74
141,building ,2.34,1042,1.64,233.42,2.41,2.76,195.11,251.58,253.58,4.21,3.06,2.1,3.23,0.5,0.62,5.68,1.24,0.91,-0.13,356,2951.52,2.74,3655,1.34,232.02,1.67,2.93,194.4,249.56,252.11,5.58,5.1,4.37,1.98,0.59,0.8,6.07,1.88,0.68,-0.12,708,2317.66,2.57,4897,0.9,233.04,1.71,2.89,196.22,250.46,252.43,6.34,4.86,4.01,2.65,0.71,0.8,6.28,1.7,0.84,-0.12,808,1788.33,2.54,4919,0.9,232.85,1.7,2.88,196.15,250.2,252.2,6.45,6.24,5.32,2.66,0.71,0.8,6.3,1.7,0.84,-0.12,808,1813.15,2.54,4919,0.9,232.85,1.7,2.88,196.15,250.2,252.2,6.45,6.24,5.32,2.66,0.71,0.8,6.3,1.7,0.84,-0.12,808,1813.15,1.42,11763,0.63,226.16,1.19,1.47,190.91,241.95,245.62,11.42,13.96,13.05,1.61,0.77,0.96,6.7,2.25,0.48,-0.12,636,910.64,1.42,11763,0.63,226.16,1.19,1.47,190.91,241.95,245.62,11.42,13.96,13.05,1.61,0.77,0.96,6.7,2.25,0.48,-0.12,636,910.64
142,tree ,2.09,234,1.23,145.59,2.15,2.19,195.18,107.02,134.56,13.46,10.02,10.86,1.14,0.7,0.66,6.95,1.78,0.43,0.29,134,2198.52,3.52,615,1.97,132.76,3.74,3.55,178.67,98.16,121.45,22.65,15.02,16.96,1.09,0.84,0.64,7.88,1.66,0.21,0.29,352,1340.63,5.33,1544,3.29,129.28,6.32,5.62,176.36,97.55,113.94,33.75,21.38,22.55,1.78,0.87,0.28,8.71,1.13,0.62,0.29,884,1017.7,6.73,3043,2.5,124.47,5.17,7.26,170.51,93.51,109.39,31.63,21.81,22.2,2.08,0.86,0.27,8.99,1.01,0.77,0.29,1602,1098.46,7.16,3749,2.64,129.23,5.17,7.48,176.37,96.91,114.41,32.94,22.91,24.8,1.69,0.87,0.33,9.07,1.14,0.63,0.29,1832,974.74,6.97,5024,2.49,133.29,4.89,7.38,176.2,103.41,120.27,39.99,26.25,27.09,1.95,0.9,0.4,9.27,1.2,0.66,0.26,2092,699.89,4.72,6942,2.01,142.93,3.58,5.02,186.36,112.85,129.59,39.3,33.34,31.89,1.97,0.91,0.53,9.22,1.39,0.72,0.25,1672,677.15
143,grass ,2.21,428,1.14,153.18,1.94,2.3,220.0,108.9,130.63,9.36,8.3,8.49,1.42,0.69,0.77,6.68,1.87,0.46,0.34,190,2110.9,3.9,2089,1.87,156.33,3.2,4.52,215.66,117.02,136.31,19.25,17.43,15.75,2.94,0.8,0.58,8.06,1.18,0.89,0.3,826,1446.08,3.9,2089,1.87,156.33,3.2,4.52,215.66,117.02,136.31,19.25,17.43,15.75,2.94,0.8,0.58,8.06,1.18,0.89,0.3,826,1446.08,3.9,2089,1.87,156.33,3.2,4.52,215.66,117.02,136.31,19.25,17.43,15.75,2.94,0.8,0.58,8.06,1.18,0.89,0.3,826,1446.08,3.9,2089,1.87,156.33,3.2,4.52,215.66,117.02,136.31,19.25,17.43,15.75,2.94,0.8,0.58,8.06,1.18,0.89,0.3,826,1446.08,3.55,2225,1.61,152.54,3.01,4.1,210.64,114.05,132.92,28.8,21.2,21.0,2.93,0.86,0.62,8.17,1.25,0.88,0.3,774,771.92,3.55,2225,1.61,152.54,3.01,4.1,210.64,114.05,132.92,28.8,21.2,21.0,2.93,0.86,0.62,8.17,1.25,0.88,0.3,774,771.92
144,shadow ,2.12,857,0.73,40.09,1.59,2.13,47.92,32.21,40.12,7.22,5.41,5.63,1.18,0.64,0.9,6.5,2.18,0.21,0.2,250,2223.79,2.37,1704,1.16,42.7,1.94,2.47,52.3,33.34,42.47,9.1,5.79,6.41,1.69,0.76,0.8,6.89,2.04,0.48,0.22,408,1612.59,2.73,2199,1.06,42.77,1.88,2.91,49.01,35.36,43.94,11.42,8.12,8.13,1.97,0.77,0.8,7.25,1.93,0.62,0.16,546,1553.3,2.73,2199,1.06,42.77,1.88,2.91,49.01,35.36,43.94,11.42,8.12,8.13,1.97,0.77,0.8,7.25,1.93,0.62,0.16,546,1553.3,2.73,2199,1.06,42.77,1.88,2.91,49.01,35.36,43.94,11.42,8.12,8.13,1.97,0.77,0.8,7.25,1.93,0.62,0.16,546,1553.3,2.73,2199,1.06,42.77,1.88,2.91,49.01,35.36,43.94,11.42,8.12,8.13,1.97,0.77,0.8,7.25,1.93,0.62,0.16,546,1553.3,2.73,2199,1.06,42.77,1.88,2.91,49.01,35.36,43.94,11.42,8.12,8.13,1.97,0.77,0.8,7.25,1.93,0.62,0.16,546,1553.3
145,grass ,2.08,569,1.22,167.01,2.36,2.22,240.52,114.77,145.73,7.74,7.16,8.1,1.74,0.66,0.8,6.6,1.85,0.57,0.35,212,2250.96,2.07,3034,0.54,166.63,1.79,2.18,237.64,115.52,146.74,10.88,8.74,9.74,1.85,0.83,0.86,6.99,2.16,0.52,0.35,480,1154.36,2.07,3034,0.54,166.63,1.79,2.18,237.64,115.52,146.74,10.88,8.74,9.74,1.85,0.83,0.86,6.99,2.16,0.52,0.35,480,1154.36,2.12,6020,0.53,161.95,1.8,2.24,229.95,113.05,142.86,13.94,9.45,10.93,1.92,0.89,0.85,7.42,2.11,0.61,0.34,696,766.2,2.12,6020,0.53,161.95,1.8,2.24,229.95,113.05,142.86,13.94,9.45,10.93,1.92,0.89,0.85,7.42,2.11,0.61,0.34,696,766.2,2.12,6020,0.53,161.95,1.8,2.24,229.95,113.05,142.86,13.94,9.45,10.93,1.92,0.89,0.85,7.42,2.11,0.61,0.34,696,766.2,2.12,6020,0.53,161.95,1.8,2.24,229.95,113.05,142.86,13.94,9.45,10.93,1.92,0.89,0.85,7.42,2.11,0.61,0.34,696,766.2
146,grass ,3.5,129,2.19,124.22,3.92,3.7,162.64,95.98,114.05,21.46,18.99,19.13,1.05,0.65,0.46,6.97,1.32,0.11,0.26,168,3641.45,3.88,271,1.85,109.16,2.8,4.01,142.56,85.42,99.48,32.16,21.48,23.53,1.43,0.84,0.38,7.66,1.34,0.49,0.25,264,1403.91,3.88,271,1.85,109.16,2.8,4.01,142.56,85.42,99.48,32.16,21.48,23.53,1.43,0.84,0.38,7.66,1.34,0.49,0.25,264,1403.91,2.07,454,1.08,88.95,1.67,2.14,116.16,69.29,81.41,42.27,26.69,29.41,1.43,0.91,0.79,7.94,1.97,0.32,0.25,182,706.1,2.07,454,1.08,88.95,1.67,2.14,116.16,69.29,81.41,42.27,26.69,29.41,1.43,0.91,0.79,7.94,1.97,0.32,0.25,182,706.1,2.07,454,1.08,88.95,1.67,2.14,116.16,69.29,81.41,42.27,26.69,29.41,1.43,0.91,0.79,7.94,1.97,0.32,0.25,182,706.1,2.07,454,1.08,88.95,1.67,2.14,116.16,69.29,81.41,42.27,26.69,29.41,1.43,0.91,0.79,7.94,1.97,0.32,0.25,182,706.1
147,grass ,2.72,487,1.63,160.09,2.25,2.83,222.74,118.05,139.49,8.83,10.12,9.01,1.72,0.66,0.59,6.81,1.54,0.62,0.31,250,2346.73,3.46,1572,1.75,159.25,2.92,3.8,218.67,118.97,140.1,13.15,10.57,11.06,2.36,0.75,0.6,7.31,1.27,0.87,0.3,602,1435.34,3.22,2419,1.68,156.85,2.2,3.47,216.23,116.47,137.85,13.33,10.36,10.67,2.07,0.79,0.69,7.43,1.56,0.77,0.3,682,1278.56,2.25,3218,0.92,152.68,1.74,2.4,212.54,112.02,133.49,16.69,13.35,13.83,1.96,0.84,0.82,7.55,1.97,0.65,0.31,544,856.21,3.28,7106,1.76,157.44,2.73,3.31,211.27,120.83,140.22,19.77,19.66,17.69,1.2,0.86,0.7,7.9,1.91,0.25,0.27,1116,851.68,3.28,7106,1.76,157.44,2.73,3.31,211.27,120.83,140.22,19.77,19.66,17.69,1.2,0.86,0.7,7.9,1.91,0.25,0.27,1116,851.68,3.28,7106,1.76,157.44,2.73,3.31,211.27,120.83,140.22,19.77,19.66,17.69,1.2,0.86,0.7,7.9,1.91,0.25,0.27,1116,851.68
148,shadow ,1.85,135,1.61,39.16,2.32,2.63,37.45,38.48,41.53,5.72,5.67,5.91,5.3,0.38,0.66,5.96,0.91,0.96,-0.01,122,4457.67,1.61,429,0.95,50.45,1.86,1.91,45.46,50.0,55.89,19.0,14.75,16.87,3.13,0.77,0.76,6.83,1.53,0.84,-0.05,158,955.7,1.89,689,1.93,59.81,3.02,2.02,57.71,57.89,63.82,30.42,19.55,20.86,1.91,0.82,0.61,7.38,1.42,0.85,0.0,212,1406.31,1.89,689,1.93,59.81,3.02,2.02,57.71,57.89,63.82,30.42,19.55,20.86,1.91,0.82,0.61,7.38,1.42,0.85,0.0,212,1406.31,1.89,689,1.93,59.81,3.02,2.02,57.71,57.89,63.82,30.42,19.55,20.86,1.91,0.82,0.61,7.38,1.42,0.85,0.0,212,1406.31,1.89,689,1.93,59.81,3.02,2.02,57.71,57.89,63.82,30.42,19.55,20.86,1.91,0.82,0.61,7.38,1.42,0.85,0.0,212,1406.31,1.89,689,1.93,59.81,3.02,2.02,57.71,57.89,63.82,30.42,19.55,20.86,1.91,0.82,0.61,7.38,1.42,0.85,0.0,212,1406.31
149,tree ,1.76,100,1.19,176.71,2.11,1.85,220.99,148.63,160.52,16.85,15.79,14.63,1.61,0.7,0.71,6.52,1.52,0.7,0.2,74,2538.6,4.57,1100,2.37,157.89,4.84,4.82,198.34,132.39,142.94,22.79,22.9,21.82,1.84,0.8,0.28,8.25,1.02,0.63,0.2,640,1499.84,5.95,1680,2.65,154.56,5.45,6.03,191.41,131.56,140.71,30.31,25.66,24.76,1.3,0.86,0.28,8.52,1.14,0.54,0.19,988,960.18,5.95,1680,2.65,154.56,5.45,6.03,191.41,131.56,140.71,30.31,25.66,24.76,1.3,0.86,0.28,8.52,1.14,0.54,0.19,988,960.18,6.17,2608,2.63,150.19,4.64,6.46,187.27,127.37,135.92,32.61,27.44,26.43,1.62,0.87,0.34,8.86,1.16,0.73,0.19,1320,954.83,6.17,2608,2.63,150.19,4.64,6.46,187.27,127.37,135.92,32.61,27.44,26.43,1.62,0.87,0.34,8.86,1.16,0.73,0.19,1320,954.83,5.36,3077,2.41,142.43,3.94,5.51,179.12,119.64,128.52,36.98,32.13,31.02,1.59,0.9,0.39,9.04,1.27,0.75,0.2,1222,748.96
150,pool ,1.84,329,1.27,153.44,1.96,1.93,180.02,139.89,140.4,8.67,9.38,8.41,1.22,0.62,0.71,6.72,1.84,0.3,0.13,140,2840.64,1.84,329,1.27,153.44,1.96,1.93,180.02,139.89,140.4,8.67,9.38,8.41,1.22,0.62,0.71,6.72,1.84,0.3,0.13,140,2840.64,2.09,2366,1.4,149.55,2.02,2.21,179.78,131.76,137.1,28.38,30.19,28.61,1.82,0.87,0.74,8.51,1.84,0.69,0.15,430,942.34,2.09,2366,1.4,149.55,2.02,2.21,179.78,131.76,137.1,28.38,30.19,28.61,1.82,0.87,0.74,8.51,1.84,0.69,0.15,430,942.34,2.09,2366,1.4,149.55,2.02,2.21,179.78,131.76,137.1,28.38,30.19,28.61,1.82,0.87,0.74,8.51,1.84,0.69,0.15,430,942.34,1.54,2605,0.84,143.92,1.83,1.62,173.37,126.44,131.94,35.47,33.9,32.48,1.83,0.89,0.81,8.64,1.97,0.66,0.16,330,723.15,1.54,2605,0.84,143.92,1.83,1.62,173.37,126.44,131.94,35.47,33.9,32.48,1.83,0.89,0.81,8.64,1.97,0.66,0.16,330,723.15
151,grass ,2.7,450,1.5,166.27,2.74,2.8,207.66,138.16,153.0,10.25,10.15,10.19,1.41,0.64,0.62,6.9,1.65,0.45,0.2,238,2392.98,1.55,1384,0.89,159.23,1.46,1.6,199.39,132.32,145.99,17.74,15.62,15.2,1.5,0.79,0.88,7.63,2.1,0.52,0.2,238,1106.94,2.42,1731,1.9,160.34,2.6,2.5,199.03,134.64,147.37,19.6,20.17,18.05,1.6,0.8,0.52,7.91,1.63,0.52,0.19,416,1251.39,5.17,7569,2.16,160.99,4.24,5.32,206.89,130.69,145.38,19.87,18.84,17.69,1.59,0.83,0.43,8.14,1.34,0.44,0.23,1850,1107.17,5.02,7620,2.15,160.44,4.21,5.2,206.22,130.21,144.89,21.53,19.73,18.71,1.59,0.84,0.44,8.16,1.35,0.44,0.23,1816,978.6,5.02,7620,2.15,160.44,4.21,5.2,206.22,130.21,144.89,21.53,19.73,18.71,1.59,0.84,0.44,8.16,1.35,0.44,0.23,1816,978.6,5.02,7620,2.15,160.44,4.21,5.2,206.22,130.21,144.89,21.53,19.73,18.71,1.59,0.84,0.44,8.16,1.35,0.44,0.23,1816,978.6
